Symbol
CNN.L
CNMI.L
CNEL.L
CPP.L
CPI.L
CPX.L
CPS.L
CPR.L
CRL.L
CSSG.L
CRW.L
CRAW.L
CRU.L
PVCS.L
WCW.L
CTH.L
CVSG.L
CVR.L
CWD.L
CYAN.L
UEN.L
DTG.L
RDT.L
DAL.L
DALR.L
DLN.L
DGE.L
DPLM.L
DIA.L
KDR.L
HDIV.L
ODX.L
GMD.L
DSG.L
SDI.L
DIGS.L
0MGD.L
DOTD.L
DODS.L
GDG.L
DRG.L
FEVR.L
DWHA.L
DWHT.L
MERL.L
EZH.L
EPO.L
LME.L
ECK.L
ELLA.L
EDL.L
EDEN.L
EFGD.L
EGS.L
EGMD.L
EIH.L
EKT.L
TTG.L
ELCO.L
MEL.L
SMSD.L
TRE.L
EMG.L
EMAN.L
EMIS.L
ESP.L
EMR.L
SOU.L
SEY.L
PHE.L
INSE.L
IGAS.L
HAWK.L
GOOD.L
ENQ.L
INSP.L
PAL.L
ERM.L
GPOR.L
ESCH.L
TDE.L
MTVW.L
SRE.L
MOLD.L
0P2N.L
0HIT.L
ETX.L
ETLN.L
0N4Y.L
EUSP.L
EUA.L
0HZC.L
0QE2.L
HVE.L
EVG.L
MPE.L
KMG.L
FFX.L
FJET.L
FRP.L
FBDU.L
FBH.L
FCCN.L
FDM.L
FDL.L
FDP.L
FDBK.L
FENR.L
FEN.L
PCF.L
LFI.L
FKE.L
FIF.L
0QFC.L
MFX.L
FLO.L
RGD.L
PFD.L
FOX.L
0P4F.L
TUNE.L
VLG.L
FPO.L
0MGU.L
FSTA.L
FTC.L
FUM.L
FUL.L
FUTR.L
GRIO.L
INDI.L
GAID.L
NTOG.L
HDY.L
STR.L
VOG.L
GLR.L
LOGP.L
ITRK.L
IPO.L
IME.L
GRG.L
TYM.L
TSTL.L
TSG.L
TRIC.L
TRI.L
TPT.L
TNI.L
TFW.L
TCN.L
TAN.L
SXX.L
SVS.L
SUS.L
SUN.L
SULA.L
STY.L
STI.L
STCK.L
SRSP.L
SPT.L
SPH.L
SPE.L
SNG.L
SND.L
SMS.L
SMIN.L
SGI.L
SGC.L
SFR.L
SAVP.L
SAL.L
RPT.L
RHL.L
RENE.L
RCN.L
RBN.L
PTY.L
PTD.L
PRM.L
PRES.L
PPS.L
POG.L
PNS.L
PIM.L
PHTM.L
PHO.L
PEN.L
PANR.L
MUR.L
MUL.L
MTO.L
MTC.L
MSLH.L
MSG.L
MOS.L
MONI.L
MLIN.L
MKLW.L
MGNS.L
MER.L
MDZ.L
MBT.L
MAI.L
MACF.L
LTG.L
LSC.L
LPA.L
LOOK.L
LOK.L
LMP.L
LGT.L
LEG.L
LDSG.L
LAND.L
ITQ.L
ITE.L
IOM.L
INVP.L
INL.L
IMTK.L
IMO.L
IGR.L
IGP.L
IGE.L
HZM.L
HYNS.L
HUM.L
HRG.L
HMLH.L
HILS.L
HCFT.L
GPX.L
GHE.L
GGP.L
GDWN.L
GDP.L
TRCS.L
SOG.L
IDH.L
RCDO.L
MCB.L
MAGP.L
GTC.L
TRAF.L
SAG.L
WGB.L
SLN.L
7DIG.L
NBI.L
GCM.L
GFIN.L
SSTY.L
SSE.L
PAA.L
HUW.L
STVG.L
PXS.L
STE.L
SHG.L
HYR.L
LAM.L
SCPA.L
PEG.L
IVO.L
MIN.L
TRP.L
TEK.L
HAT.L
RMV.L
SERV.L
LID.L
UTW.L
RWS.L
PGD.L
UNG.L
IDOX.L
SMTG.L
PPH.L
IBPO.L
SIGB.L
GHT.L
GINV.L
888.L
NKTN.L
0QPS.L
GLPR.L
GLB.L
GBP.L
HSD.L
GLTR.L
GMS.L
GOLD.L
GSR.L
SFE.L
STM.L
GVC.L
HDD.L
HHPD.L
HALO.L
HAIK.L
HSBK.L
HAL.L
HCM.L
HDT.L
THRL.L
UDG.L
PHC.L
NMC.L
HER.L
HVTA.L
HIK.L
HNT.L
HRN.L
HUR.L
JLH.L
HYUD.L
MANX.L
HYUO.L
HYDG.L
IBM.L
IDEA.L
TOT.L
INM.L
CON.L
PVR.L
MIO.L
NSH.L
IEH.L
IFP.L
ORM.L
PTR.L
PET.L
OGN.L
KYGA.L
IIT.L
IKA.L
PLUS.L
SIM.L
MTMY.L
BAGR.L
MATD.L
IPEL.L
OPG.L
IMM.L
OPP.L
IOF.L
OMIP.L
IQE.L
IRV.L
RIII.L
ITM.L
0QE8.L
WAND.L
TMT.L
KCEL.L
MGNT.L
NVTK.L
MNZS.L
JSG.L
SGGD.L
MFON.L
MAW.L
KKB.L
RM.L
KEM.L
LWRF.L
LEK.L
0QKY.L
LTOD.L
LCG.L
LNTR.L
RLH.L
TTST.L
RIGD.L
MAVD.L
LLD5.L
TAVI.L
0QNO.L
LSRG.L
RM2.L
REDD.L
MMC.L
MHID.L
MDC.L
MDMG.L
MHPC.L
OMI.L
MORT.L
MRS.L
MSI.L
NAH.L
NAR.L
NET.L
WOR.L
NTLG.L
AUCT.L
0QCO.L
0INB.L
NVA.L
NWF.L
PHOR.L
OKEY.L
ONL.L
TPOP.L
OTPD.L
SVST.L
TMKS.L
PKG.L
SNP.L
PRP.L
PHD.L
PHSC.L
PIP.L
PIL.L
SDM.L
SYM.L
SCLP.L
COST.L
SLNG.L
PMP.L
POL.L
PPC.L
RUS.L
RBD.L
RDW.L
RIFS.L
RNO.L
RWA.L
SNG1.L
RUR.L
SSY.L
SCE.L
SGP.L
0QMI.L
SGM.L
SIXH.L
SIHL.L
SPSC.L
SQZ.L
STOB.L
58HA.L
STL.L
SUMM.L
SWL.L
TND.L
TAST.L
TRT.L
THAL.L
TJI.L
TMMG.L
TUNG.L
UBI.L
UKR.L
VED.L
WALG.L
WTE.L
WSP.L
WYG.L
BRH.L
MAC.L
RED.L
COS.L
FRUT.L
GBG.L
IND.L
INFA.L
INS.L
MED.L
THR.L
MIRA.L
MYXR.L
SAR.L
SAA.L
REC.L
SAFE.L
TRD.L
SAV.L
TRAK.L
SAF.L
0QAX.L
SEV.L
TRB.L
